CCN,critical_access,teaching_status,urban_rural,referral_center,ownership_type_simple,medicaid_caseload,disproportionate_percentage,charity_care_burden,uncomp_burden
452042,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.003267974,NA,0,0
452044,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452046,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452051,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452056,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452057,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452059,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452060,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452061,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452062,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452067,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.054421769,NA,0,0
452068,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.003460208,NA,0,0
452073,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452075,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452079,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452080,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452083,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452086,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452087,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452090,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452091,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,NA,0,0
452094,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452095,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452096,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452097,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452100,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452101,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.000838926,NA,0,0
452102,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452105,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.012919897,NA,0,0
452106,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452107,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452108,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452111,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452114,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452118,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.044228695,NA,0.109683689,0.122834952
452121,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,NA,0,0
452122,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453025,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.003426791,NA,0,0
453029,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453031,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453035,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453036,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453040,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453042,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453047,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453048,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453053,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453054,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453056,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453057,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453059,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453072,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453091,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453092,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453096,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
453300,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.037132933,NA,0,0
453301,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.046403712,NA,0,0
453302,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.067455439,NA,0.019129195,0.019129195
453304,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.051691088,NA,0,0
453306,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.034529148,NA,0,0
453308,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.053333333,NA,0.001237683,0.001237683
453309,NA,NA,NA,NA,Nonprofit,NA,NA,NA,NA
453310,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.04465416,NA,0.019913384,0.062846227
453311,NA,NA,NA,NA,Nonprofit,NA,NA,NA,NA
453313,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.059633812,NA,0.001091125,0.006907783
453314,NA,NA,NA,NA,Proprietary,NA,NA,NA,NA
453315,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.04695089,NA,0,0
453316,Not Critical Access,Non Teaching,Urban,Referral Center,Nonprofit,0.031227652,NA,0.027632093,0.027632093
454000,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,NA,0,0
454006,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0.016949153,NA,0,0
454008,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,NA,0,0
454009,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,NA,0,0
454011,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0.011049724,NA,0,0
454012,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.003703704,NA,0,0
454014,NA,NA,NA,NA,Nonprofit,NA,NA,NA,NA
454018,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.021658986,NA,0,0
454026,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.002739726,NA,0,0
454029,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,NA,0,0
454050,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.001305767,NA,0,0
454060,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.00416349,NA,0,0
454064,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.003751975,NA,0,0
454065,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.001753771,NA,0,0
454069,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
454076,Not Critical Access,Teaching,Urban,Non Referral Center,Governmental,0.002159279,NA,0,0
454083,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.001153403,NA,0,0
454084,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,NA,0,0
454088,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,NA,0,0
454093,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,NA,0,0
454094,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.001740341,NA,0,0
454100,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,NA,0,0
454101,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0,NA,0,0
454103,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.005689515,NA,0,0
454104,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.003311258,NA,0,0
454107,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.003266551,NA,0,0
454108,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.002363507,NA,0,0
454109,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.002566695,NA,0,0
454110,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.003126777,NA,0,0
454114,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.0022578,NA,0,0
454117,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.030927835,NA,0,0
454118,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.281565657,NA,0,0
454119,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.002032896,NA,0,0
454121,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.001370332,NA,0,0
454122,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.001462701,NA,0,0
454123,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.045608108,NA,0,0
454124,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.001734906,NA,0,0
454126,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.004899388,NA,0,0
454127,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.002653106,NA,0,0
454128,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0.008558447
454129,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.001712595,NA,0,0
454130,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.001332149,NA,0,0.002870132
454131,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.002706116,NA,0,0
454132,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.005083179,NA,0,0
454133,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.001766339,NA,0,0
454134,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.001952432,NA,0,0
454135,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.001334223,NA,0,0
454136,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.054497354,NA,0,0
454139,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.003883495,NA,0,0
454141,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.00484442,NA,0,0
454144,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.005993462,NA,0,0
454146,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.014861996,NA,0,0
454147,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.051813472,NA,0,0
454148,NA,NA,NA,NA,Nonprofit,NA,NA,NA,NA
454149,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.019451469,NA,0,0
454150,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.083378747,NA,0,0
454151,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.00931677,NA,0,0
454152,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.003719986,NA,0,0
454153,NA,NA,NA,NA,Proprietary,NA,NA,NA,NA
454154,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
460001,Not Critical Access,Teaching,Rural,Non Referral Center,Nonprofit,0.087007163,0.3059,0.023191199,0.032507818
460003,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.057768924,0.29835,0.018664848,0.042606186
460004,Not Critical Access,Teaching,Rural,Non Referral Center,Nonprofit,0.064446259,0.2814,0.021230594,0.029416583
460005,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,0.2997,0.033636818,0.03928935
460006,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.114294196,0.2753,0.032536824,0.041511889
460007,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.059364933,0.2579,0.027468968,0.038704139
460009,Not Critical Access,Teaching,Rural,Referral Center,Governmental,0.121800725,0.3242,0.020324459,0.037879606
460010,Not Critical Access,Teaching,Rural,Non Referral Center,Nonprofit,0.069863779,0.25845,0.028179452,0.040763633
460011,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.171779141,0.2878,0.006105936,0.016783533
460013,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.107804233,0.3796,0.047307633,0.054345397
460014,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.029846336,0.2221,0.018448258,0.041563267
460015,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.03201475,0.2422,0.021850512,0.031360115
460017,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.039534884,0.2183,0.038545242,0.046054854
460019,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.331245106,0.303,0.003267464,0.02389194
460021,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.044671347,0.2091,0.021820095,0.031322847
460023,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.026708839,0.1648,0.020066264,0.030068592
460026,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.165613148,0.231,0.027398375,0.037352109
460030,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.215460526,0.2776,0.010886606,0.028122255
460039,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.03,0.2789,0.020950812,0.036153949
460041,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.026704545,0.20125,0.01317766,0.022865563
460042,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.057978279,0.2579,0.020816838,0.024949516
460043,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.03777336,0.41855,0.03183582,0.051360468
460044,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.031706448,0.1668,0.020514962,0.035112032
460047,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.03795248,0.2533,0.036404272,0.040799019
460049,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.006289308,0.0021,0.01129021,0.022754199
460051,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.065613469,0.30025,0.0255773,0.035531191
460052,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.038321168,0.2283,0.035574456,0.041174389
460054,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.105078809,0.249,0.022040926,0.038339481
460057,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.056918882,0.0595,0.017291333,0.028443433
460058,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.033030853,0.1808,0.153346238,0.167689009
460060,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.018286488,0.1589,0.026159048,0.030089555
460061,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.018966909,0.2249,0.021777504,0.044365273
460062,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.037390943,0.17765,0.025384299,0.070522078
461300,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.208092486,NA,0.04264764,0.061312628
461301,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.138810198,NA,0.038426642,0.057292852
461302,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.148148148,NA,0.048570478,0.096541244
461303,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.144890039,NA,0.027551532,0.042957511
461304,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.111764706,NA,0.005379522,0.024624285
461305,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.08,NA,0.001192181,0.01871732
461306,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.137755102,NA,0.002108269,0.018047764
461307,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.045488441,NA,0.02223967,0.036022705
