CCN,critical_access,teaching_status,urban_rural,referral_center,num_beds,type_of_service,state_code,ownership_type_simple,bed_size_simple
252006,Not Critical Access,Non Teaching,Rural,Non Referral Center,40,General Long Term,PA,Proprietary,Small
340016,Not Critical Access,Non Teaching,Rural,Non Referral Center,82,General Short Term,TN,Proprietary,Small
341305,Critical Access,Non Teaching,Rural,Non Referral Center,24,General Short Term,TN,Proprietary,Small
364044,Not Critical Access,Non Teaching,Urban,Non Referral Center,32,Psychiatric,NA,Proprietary,Small
400122,Not Critical Access,Non Teaching,Urban,Non Referral Center,6,General Short Term,NA,Proprietary,Small
450024,Not Critical Access,Teaching,Rural,Non Referral Center,290,General Short Term,NA,Governmental,Medium
450107,Not Critical Access,Teaching,Urban,Non Referral Center,533,General Short Term,TN,Proprietary,Large
452046,Not Critical Access,Non Teaching,Urban,Non Referral Center,39,General Long Term,NA,Proprietary,Small
670280,Not Critical Access,Non Teaching,Urban,Non Referral Center,56,General Short Term,NA,Proprietary,Small
30014,Not Critical Access,Teaching,Rural,Referral Center,258,General Short Term,AZ,Nonprofit,Medium
40018,Not Critical Access,Non Teaching,Urban,Non Referral Center,59,General Short Term,AR,Nonprofit,Small
40076,Not Critical Access,Non Teaching,Rural,Non Referral Center,71,General Short Term,AR,Nonprofit,Small
50017,Not Critical Access,Teaching,Urban,Non Referral Center,283,General Short Term,CA,Nonprofit,Medium
50045,Not Critical Access,Non Teaching,Urban,Non Referral Center,161,General Short Term,NA,Governmental,Medium
50082,Not Critical Access,Non Teaching,Urban,Non Referral Center,298,General Short Term,CA,Nonprofit,Medium
50090,Not Critical Access,Non Teaching,Urban,Non Referral Center,24,General Short Term,NA,Governmental,Small
50093,Not Critical Access,Teaching,Urban,Non Referral Center,384,General Short Term,MI,Nonprofit,Medium
70018,Not Critical Access,Teaching,Rural,Referral Center,186,General Short Term,CT,Nonprofit,Medium
100049,Not Critical Access,Non Teaching,Urban,Non Referral Center,109,General Short Term,TN,Proprietary,Small
102017,Not Critical Access,Non Teaching,Urban,Non Referral Center,30,General Long Term,PA,Proprietary,Small
123300,Not Critical Access,Teaching,Urban,Non Referral Center,253,Children,HI,Nonprofit,Medium
161355,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,IA,Nonprofit,Small
344016,Not Critical Access,Non Teaching,Urban,Non Referral Center,84,Psychiatric,PA,Proprietary,Small
344023,Not Critical Access,Non Teaching,Urban,Non Referral Center,80,Psychiatric,NC,Governmental,Small
344025,Not Critical Access,Non Teaching,Urban,Non Referral Center,384,Psychiatric,NC,Governmental,Medium
344027,Not Critical Access,Non Teaching,Urban,Non Referral Center,60,Psychiatric,NC,Governmental,Small
373303,NA,NA,NA,NA,NA,General Short Term,NA,Nonprofit,NA
422009,Not Critical Access,Non Teaching,Urban,Non Referral Center,32,General Long Term,PA,Proprietary,Small
450644,Not Critical Access,Teaching,Urban,Non Referral Center,222,General Short Term,TN,Proprietary,Medium
451331,Critical Access,Non Teaching,Rural,Non Referral Center,21,General Short Term,NA,Governmental,Small
451379,Critical Access,Non Teaching,Urban,Non Referral Center,25,General Short Term,NA,Governmental,Small
494017,Not Critical Access,Non Teaching,Rural,Non Referral Center,72,Psychiatric,VA,Governmental,Small
514009,Not Critical Access,Teaching,Urban,Non Referral Center,110,Psychiatric,NA,Governmental,Small
33042,Not Critical Access,Non Teaching,Urban,Non Referral Center,168,Rehabilitation,PA,Proprietary,Medium
144028,Not Critical Access,Non Teaching,Urban,Non Referral Center,28,Psychiatric,NA,Governmental,Small
144034,Not Critical Access,Non Teaching,Urban,Non Referral Center,178,Psychiatric,PA,Proprietary,Medium
160030,Not Critical Access,Non Teaching,Urban,Non Referral Center,150,General Short Term,NA,Governmental,Medium
170103,Not Critical Access,Non Teaching,Urban,Non Referral Center,76,General Short Term,NA,Nonprofit,Small
214012,Not Critical Access,Non Teaching,Urban,Non Referral Center,88,Psychiatric,MD,Governmental,Small
264028,NA,NA,NA,NA,NA,Psychiatric,NA,Governmental,NA
450586,Not Critical Access,Non Teaching,Rural,Non Referral Center,27,General Short Term,NA,Governmental,Small
450659,Not Critical Access,Teaching,Urban,Non Referral Center,147,General Short Term,TN,Proprietary,Small
451385,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
454152,Not Critical Access,Non Teaching,Urban,Non Referral Center,70,Psychiatric,PA,Proprietary,Small
60100,Not Critical Access,Teaching,Urban,Non Referral Center,333,General Short Term,TN,Proprietary,Medium
100360,Not Critical Access,Non Teaching,Urban,Non Referral Center,165,General Short Term,TN,Proprietary,Medium
143300,Not Critical Access,Teaching,Urban,Referral Center,364,Children,NA,Nonprofit,Medium
150009,Not Critical Access,Teaching,Urban,Non Referral Center,153,General Short Term,TN,Proprietary,Medium
150023,Not Critical Access,Teaching,Urban,Referral Center,258,General Short Term,IN,Nonprofit,Medium
150030,Not Critical Access,Non Teaching,Urban,Non Referral Center,48,General Short Term,NA,Governmental,Small
150047,Not Critical Access,Teaching,Urban,Non Referral Center,60,General Short Term,TN,Proprietary,Small
150090,Not Critical Access,Teaching,Urban,Non Referral Center,125,General Short Term,IN,Nonprofit,Small
151326,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,IN,Nonprofit,Small
161312,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,IA,Governmental,Small
161361,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,IA,Governmental,Small
164002,Not Critical Access,Non Teaching,Rural,Non Referral Center,NA,Psychiatric,IA,Governmental,NA
170016,Not Critical Access,Teaching,Urban,Non Referral Center,228,General Short Term,TN,Proprietary,Medium
171307,Critical Access,Non Teaching,Rural,Non Referral Center,15,General Short Term,NA,Governmental,Small
214004,Not Critical Access,Non Teaching,Urban,Non Referral Center,522,Psychiatric,MD,Governmental,Large
230035,Not Critical Access,Teaching,Urban,Non Referral Center,45,General Short Term,MI,Nonprofit,Small
230093,Not Critical Access,Non Teaching,Rural,Non Referral Center,49,General Short Term,MI,Nonprofit,Small
230174,Not Critical Access,Non Teaching,Urban,Non Referral Center,36,General Short Term,MI,Nonprofit,Small
254009,Not Critical Access,Non Teaching,Rural,Non Referral Center,50,Psychiatric,NA,Governmental,Small
260078,Not Critical Access,Non Teaching,Rural,Referral Center,111,General Short Term,NA,Nonprofit,Small
390056,Not Critical Access,Non Teaching,Rural,Non Referral Center,71,General Short Term,PA,Nonprofit,Small
450210,Not Critical Access,Non Teaching,Rural,Non Referral Center,42,General Short Term,TN,Proprietary,Small
450675,Not Critical Access,Teaching,Urban,Non Referral Center,340,General Short Term,TN,Proprietary,Medium
454065,Not Critical Access,Non Teaching,Urban,Non Referral Center,86,Psychiatric,PA,Proprietary,Small
530002,Not Critical Access,Non Teaching,Rural,Non Referral Center,66,General Short Term,NA,Governmental,Small
51308,Critical Access,Non Teaching,Rural,Non Referral Center,4,General Short Term,NA,Governmental,Small
60004,Not Critical Access,Non Teaching,Urban,Non Referral Center,89,General Short Term,CO,Nonprofit,Small
60009,Not Critical Access,Non Teaching,Urban,Non Referral Center,242,General Short Term,CO,Nonprofit,Medium
60116,Not Critical Access,Non Teaching,Urban,Non Referral Center,183,General Short Term,CO,Nonprofit,Medium
72003,Not Critical Access,Non Teaching,Urban,Non Referral Center,137,General Long Term,NA,Nonprofit,Small
74011,Not Critical Access,Teaching,Urban,Non Referral Center,32,Psychiatric,NA,Governmental,Small
100246,Not Critical Access,Teaching,Urban,Non Referral Center,356,General Short Term,TN,Proprietary,Medium
170200,Not Critical Access,Non Teaching,Urban,Non Referral Center,38,General Short Term,KS,Nonprofit,Small
171350,Critical Access,Non Teaching,Rural,Non Referral Center,21,General Short Term,NA,Nonprofit,Small
204004,Not Critical Access,Non Teaching,Urban,Non Referral Center,51,Psychiatric,NA,Governmental,Small
214003,Not Critical Access,Non Teaching,Urban,Non Referral Center,65,Psychiatric,NA,Nonprofit,Small
231323,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,MI,Nonprofit,Small
244005,Not Critical Access,Non Teaching,Rural,Non Referral Center,5,Psychiatric,IN,Governmental,Small
250167,Not Critical Access,Non Teaching,Urban,Non Referral Center,65,General Short Term,TN,Nonprofit,Small
260085,Not Critical Access,Non Teaching,Urban,Non Referral Center,233,General Short Term,CA,Proprietary,Medium
271341,Critical Access,Non Teaching,Rural,Non Referral Center,22,General Short Term,NA,Nonprofit,Small
281303,Critical Access,Non Teaching,Rural,Non Referral Center,15,General Short Term,NA,Nonprofit,Small
342015,Not Critical Access,Non Teaching,Urban,Non Referral Center,40,General Long Term,TX,Nonprofit,Small
371337,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,OK,Governmental,Small
394051,Not Critical Access,Non Teaching,Urban,Non Referral Center,89,Psychiatric,PA,Nonprofit,Small
450087,Not Critical Access,Teaching,Urban,Non Referral Center,142,General Short Term,TN,Proprietary,Small
450743,Not Critical Access,Teaching,Urban,Non Referral Center,214,General Short Term,TX,Nonprofit,Medium
453096,Not Critical Access,Non Teaching,Urban,Non Referral Center,44,Rehabilitation,PA,Proprietary,Small
461333,Critical Access,Non Teaching,Rural,Non Referral Center,15,General Short Term,NA,Nonprofit,Small
490048,Not Critical Access,Teaching,Urban,Non Referral Center,332,General Short Term,TN,Proprietary,Medium
50112,Not Critical Access,Teaching,Rural,Referral Center,281,General Short Term,CA,Governmental,Medium
60023,Not Critical Access,Teaching,Rural,Referral Center,237,General Short Term,CO,Nonprofit,Medium
181327,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
181332,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,TN,Proprietary,Small
241356,Critical Access,Non Teaching,Rural,Non Referral Center,18,General Short Term,NA,Nonprofit,Small
271300,Critical Access,Non Teaching,Rural,Non Referral Center,20,General Short Term,NA,Nonprofit,Small
290008,Not Critical Access,Non Teaching,Rural,Non Referral Center,59,General Short Term,TN,Proprietary,Small
362015,Not Critical Access,Non Teaching,Urban,Non Referral Center,17,General Long Term,NA,Nonprofit,Small
364040,Not Critical Access,Non Teaching,Urban,Non Referral Center,16,Psychiatric,NA,Nonprofit,Small
364054,Not Critical Access,Non Teaching,Rural,Non Referral Center,20,Psychiatric,TN,Proprietary,Small
364063,Not Critical Access,Non Teaching,Urban,Non Referral Center,24,Psychiatric,FL,Proprietary,Small
393304,NA,NA,NA,NA,NA,Children,NA,Nonprofit,NA
394043,Not Critical Access,Non Teaching,Rural,Non Referral Center,112,Psychiatric,PA,Proprietary,Small
440049,Not Critical Access,Teaching,Urban,Non Referral Center,1314,General Short Term,TN,Nonprofit,Large
30121,Not Critical Access,Teaching,Rural,Referral Center,162,General Short Term,TX,Proprietary,Medium
34013,Not Critical Access,Non Teaching,Urban,Non Referral Center,127,Psychiatric,TX,Proprietary,Small
161326,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,IA,Governmental,Small
270017,Not Critical Access,Non Teaching,Rural,Referral Center,69,General Short Term,CO,Nonprofit,Small
312014,Not Critical Access,Non Teaching,Urban,Non Referral Center,101,Rehabilitation,NA,Nonprofit,Small
351311,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,CO,Nonprofit,Small
351324,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,CO,Nonprofit,Small
450804,Not Critical Access,Teaching,Urban,Non Referral Center,42,General Short Term,TN,Proprietary,Small
41306,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
100106,Not Critical Access,Non Teaching,Rural,Non Referral Center,48,General Short Term,NA,Nonprofit,Small
214020,Not Critical Access,Non Teaching,Urban,Non Referral Center,16,Psychiatric,MD,Nonprofit,Small
450028,Not Critical Access,Non Teaching,Urban,Non Referral Center,240,General Short Term,TX,Proprietary,Medium
450411,Not Critical Access,Non Teaching,Rural,Non Referral Center,19,General Short Term,NA,Governmental,Small
450571,Not Critical Access,Non Teaching,Rural,Referral Center,404,General Short Term,NA,Nonprofit,Large
74015,NA,NA,NA,NA,NA,Psychiatric,NA,Governmental,NA
140294,Not Critical Access,Non Teaching,Rural,Non Referral Center,47,General Short Term,TN,Proprietary,Small
144010,Not Critical Access,Non Teaching,Urban,Non Referral Center,24,Psychiatric,NA,Governmental,Small
144016,Not Critical Access,Non Teaching,Urban,Non Referral Center,134,Psychiatric,NA,Governmental,Small
180127,Not Critical Access,Non Teaching,Rural,Referral Center,118,General Short Term,TN,Proprietary,Small
190079,Not Critical Access,Teaching,Urban,Non Referral Center,27,General Short Term,NA,Governmental,Small
192015,Not Critical Access,Non Teaching,Urban,Non Referral Center,35,General Long Term,LA,Proprietary,Small
192032,Not Critical Access,Non Teaching,Urban,Non Referral Center,48,General Long Term,LA,Proprietary,Small
192035,Not Critical Access,Non Teaching,Rural,Non Referral Center,9,General Long Term,LA,Proprietary,Small
260006,Not Critical Access,Non Teaching,Rural,Non Referral Center,352,General Short Term,MO,Nonprofit,Medium
291307,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,TN,Proprietary,Small
352004,Not Critical Access,Non Teaching,Urban,Non Referral Center,31,General Long Term,PA,Proprietary,Small
352005,Not Critical Access,Non Teaching,Urban,Non Referral Center,41,General Long Term,PA,Proprietary,Small
370002,Not Critical Access,Non Teaching,Rural,Non Referral Center,40,General Short Term,TN,Proprietary,Small
390025,Not Critical Access,Non Teaching,Urban,Non Referral Center,14,General Short Term,NA,Nonprofit,Small
390100,Not Critical Access,Teaching,Rural,Referral Center,620,General Short Term,PA,Nonprofit,Large
390156,Not Critical Access,Teaching,Urban,Non Referral Center,153,General Short Term,PA,Nonprofit,Medium
394027,Not Critical Access,Non Teaching,Urban,Non Referral Center,169,Psychiatric,PA,Proprietary,Medium
451335,Critical Access,Non Teaching,Rural,Non Referral Center,18,General Short Term,NA,Governmental,Small
144021,Not Critical Access,Non Teaching,Urban,Non Referral Center,142,Psychiatric,NA,Governmental,Small
144037,Not Critical Access,Non Teaching,Urban,Non Referral Center,427,Psychiatric,NA,Governmental,Large
192034,Not Critical Access,Non Teaching,Rural,Non Referral Center,24,General Long Term,LA,Proprietary,Small
390111,Not Critical Access,Teaching,Rural,Referral Center,1051,General Short Term,PA,Nonprofit,Large
